正反同义标签,格式标签,否定式,肯定式
1,就差没,现在正积极为她物色对象，他将所有通过他心中初试的人选都邀来府中作客，让她和诸位候选人培养深厚的感情，就差没搭擂台比武招亲，或硬逼舞扬在绣楼抛绣球碰碰运气。,现在正积极为她物色对象，他将所有通过他心中初试的人选都邀来府中作客，让她和诸位候选人培养深厚的感情，就差搭擂台比武招亲，或硬逼舞扬在绣楼抛绣球碰碰运气。
1,就差没,”心里夷然，剑桥就差没收电影红星做学生。,”心里夷然，剑桥就差收电影红星做学生。
1,就差没,君不见我那些能干的亲戚们，哪个不是走得远远的，就差没改名换姓呢，我是最没用的，不得不回来出丑。,君不见我那些能干的亲戚们，哪个不是走得远远的，就差改名换姓呢，我是最没用的，不得不回来出丑。
1,就差没,画、家具、窗帘、被褥、衣服，全被利器划破，滚在地上，墙壁上全是墨汁、油漆，连灯泡都没有一个是完整的，就差没放一把火把整间公寓烧掉。,画、家具、窗帘、被褥、衣服，全被利器划破，滚在地上，墙壁上全是墨汁、油漆，连灯泡都没有一个是完整的，就差放一把火把整间公寓烧掉。
1,就差没,她把水罐放到路边，双手抱住膝盖，嘴一张一张的，就差没放开声哭了！,她把水罐放到路边，双手抱住膝盖，嘴一张一张的，就差放开声哭了！
1,就差没,按摩院开了不足三个月，被对家上去捣乱，凡是能敲烂的家私统统打破，就差没放把火烧个干净。,按摩院开了不足三个月，被对家上去捣乱，凡是能敲烂的家私统统打破，就差放把火烧个干净。
1,就差没,谕旨颁布后的这天晚上，襄王府上上下下无不开心至极，每个人都高兴送走了端敏公主这个折磨人的瘟神，就差没放鞭炮大肆庆祝一番了。,谕旨颁布后的这天晚上，襄王府上上下下无不开心至极，每个人都高兴送走了端敏公主这个折磨人的瘟神，就差放鞭炮大肆庆祝一番了。
1,就差没,这点是她闲来无事，听家里那班长舌下人说长道短时得知的，那批奴婢对洛阳城内俊俏的公子哥儿可是着迷得很，就差没早晚三炷香了。,这点是她闲来无事，听家里那班长舌下人说长道短时得知的，那批奴婢对洛阳城内俊俏的公子哥儿可是着迷得很，就差早晚三炷香了。
1,就差没,老头虽然没指出他口中的贼是谁，话里的暗喻却已经明白得就差没明白讲出“裴絮”之名而已。,老头虽然没指出他口中的贼是谁，话里的暗喻却已经明白得就差明白讲出“裴絮”之名而已。
1,就差没,现在也不讲这一套了，就差没明码实价开出条件来，一人一分是天公地道，女方如果能干好强，那么，就让她出钱出力出命好了。,现在也不讲这一套了，就差明码实价开出条件来，一人一分是天公地道，女方如果能干好强，那么，就让她出钱出力出命好了。
1,就差没,”许富在许筠香旁边是劝得满头大汗，就差没有“咚”的一声跪下去。,”许富在许筠香旁边是劝得满头大汗，就差有“咚”的一声跪下去。
1,就差没,一碟花生米、一碟五香豆腐干、一碟小脆饼，就差没有一个酒壶和酒杯。,一碟花生米、一碟五香豆腐干、一碟小脆饼，就差有一个酒壶和酒杯。
1,就差没,”“飞天鹞子”李长恨望了地上的沙成山一眼，道：“这小子口吐白沫，就差没有七孔流血！,”“飞天鹞子”李长恨望了地上的沙成山一眼，道：“这小子口吐白沫，就差有七孔流血！
1,就差没,这方面的规定实在太多了，从严禁用公款大吃大喝、严禁用公款进行高档娱乐活动，一直到严禁用公款上网，就差没有严禁用公款嫖娼、买凶、跑官的规定了。,这方面的规定实在太多了，从严禁用公款大吃大喝、严禁用公款进行高档娱乐活动，一直到严禁用公款上网，就差有严禁用公款嫖娼、买凶、跑官的规定了。
1,就差没,孟小湖什么也没说，只对他陶然一笑，艾强的心脏狂跳不止，就差没有从嘴里蹦出来了。,孟小湖什么也没说，只对他陶然一笑，艾强的心脏狂跳不止，就差有从嘴里蹦出来了。
1,就差没,”阿五把个胡妈狠狠地骂，就差没有他妈妈的。,”阿五把个胡妈狠狠地骂，就差有他妈妈的。
1,就差没,就差没有修停机坪和码头了，但他会的，很快就会的，你看吧，没有比小林更会折腾的了！,就差有修停机坪和码头了，但他会的，很快就会的，你看吧，没有比小林更会折腾的了！
1,就差没,”碧微笑着回答，就差没有像日本太太那样，跪坐在榻榻米上、伏下身，恭恭敬敬地说一声“嗨”！,”碧微笑着回答，就差有像日本太太那样，跪坐在榻榻米上、伏下身，恭恭敬敬地说一声“嗨”！
1,就差没,情急之下科学家们开始了对熊猫的性教育——在发情期播熊猫交配的叫声给它们听，放熊猫交配的录像给它们看，真是循循善诱兼心急如焚，就差没有冲上去身先士卒亲身示范了。,情急之下科学家们开始了对熊猫的性教育——在发情期播熊猫交配的叫声给它们听，放熊猫交配的录像给它们看，真是循循善诱兼心急如焚，就差有冲上去身先士卒亲身示范了。
1,就差没,当然，丁香对自己的笨拙与不够专业是从头抱歉到尾，就差没有剖肠划肚表露真意，终于挣扎到最后，她诚惶诚恐地询问狮子大王要挑哪一位设计师剪头时，才赫然发现对方梦里见周公已有好些时候了。,当然，丁香对自己的笨拙与不够专业是从头抱歉到尾，就差有剖肠划肚表露真意，终于挣扎到最后，她诚惶诚恐地询问狮子大王要挑哪一位设计师剪头时，才赫然发现对方梦里见周公已有好些时候了。
1,就差没,此时，我的曾外祖母已经去世，抛下我的四舅舅和母亲，轮流寄住亲戚家，就差没有去乞讨。,此时，我的曾外祖母已经去世，抛下我的四舅舅和母亲，轮流寄住亲戚家，就差有去乞讨。
1,就差没,”纪允斌飞快地吻住她即将说出口的话，任晴宇羞红着脸拼命在他身上捶打，台下的观众免费地观赏着这么激情浪漫的戏码，就差没有叫安可了！,”纪允斌飞快地吻住她即将说出口的话，任晴宇羞红着脸拼命在他身上捶打，台下的观众免费地观赏着这么激情浪漫的戏码，就差有叫安可了！
1,就差没,如此盛大隆重，就差没有叫所有的长工、丫头们在门口列队，吟颂“回乡偶书”──少小离家老大回，乡音无改鬓毛衰……好好讥俏他一番。,如此盛大隆重，就差有叫所有的长工、丫头们在门口列队，吟颂“回乡偶书”──少小离家老大回，乡音无改鬓毛衰……好好讥俏他一番。
1,就差没,巧巧气得就差没有吐血而已，坐在椅子上，张着眼睛猛瞪人，所有站的、坐的无一能够幸免。,巧巧气得就差有吐血而已，坐在椅子上，张着眼睛猛瞪人，所有站的、坐的无一能够幸免。
1,就差没,自出门那一刻起，隽芝便觉得气氛好比逃难演习，就差没有呜呜呜警报声。,自出门那一刻起，隽芝便觉得气氛好比逃难演习，就差有呜呜呜警报声。
1,就差没,穿天蓝色大衣的姑娘们哈哈大笑，簇拥着褚桂芳向外跑，对她佩服得五体投地，就差没有喊万岁。,穿天蓝色大衣的姑娘们哈哈大笑，簇拥着褚桂芳向外跑，对她佩服得五体投地，就差有喊万岁。
1,就差没,”林飞打趣道：“据我所知，我那兄弟爱干净的很，保证每天洗澡换衣服，就差没有喷点花露水将自己搞得芳香迷人。,”林飞打趣道：“据我所知，我那兄弟爱干净的很，保证每天洗澡换衣服，就差有喷点花露水将自己搞得芳香迷人。
1,就差没,六金家给于白素的欢迎，隆重之极，就差没有在花园内大铁门到屋子的石阶前，铺上红地毯了。,六金家给于白素的欢迎，隆重之极，就差有在花园内大铁门到屋子的石阶前，铺上红地毯了。
1,就差没,很多影片就差没有安排画外音直接叫观众学习一个唾弃一个了。,很多影片就差有安排画外音直接叫观众学习一个唾弃一个了。
1,就差没,”“你不怕死吗?”我可是怕得要死，就差没有将小便撒在裤子里了。,”“你不怕死吗?”我可是怕得要死，就差有将小便撒在裤子里了。
1,就差没,”她咬牙切齿的扑向前，就差没有张牙舞爪。,”她咬牙切齿的扑向前，就差有张牙舞爪。
1,就差没,噍这堆女色狼的表现她就明白了，还好她已经十九岁了，不然以她一米七五的身高和不及一米六的死党杨绿出去逛街，肯定会有人称赞她们郎才女貌、天生一对，就差没有当场帮她们举行婚礼了。,噍这堆女色狼的表现她就明白了，还好她已经十九岁了，不然以她一米七五的身高和不及一米六的死党杨绿出去逛街，肯定会有人称赞她们郎才女貌、天生一对，就差有当场帮她们举行婚礼了。
1,就差没,她这个人口没遮拦，这屋里制片主任美工师场记员都在，就差没有当着导演的面说了。,她这个人口没遮拦，这屋里制片主任美工师场记员都在，就差有当着导演的面说了。
1,就差没,”乐毅翻着白眼；他们五个人中就只有他会跟左容容成天腻在一起，就差没有形影不离了。,”乐毅翻着白眼；他们五个人中就只有他会跟左容容成天腻在一起，就差有形影不离了。
1,就差没,倒不是秦子梦对未过门的妻子长相有什么意见，事实上，他看过她的画像，只不过那时她还是孩提进的模样，根本看不出她究竟长得如此，更何况长相也不是什么大问题，以他双亲的标准只要门当户对那也就够了，也因此案子梦打心底根本就排斥这位准新娘，他要的，可不是门户相当就算了，偏偏他的婚姻自主权不在自己手上，这令他十分一想到此，他全身不由得跟着欢愉，就差没有手舞足蹈。,倒不是秦子梦对未过门的妻子长相有什么意见，事实上，他看过她的画像，只不过那时她还是孩提进的模样，根本看不出她究竟长得如此，更何况长相也不是什么大问题，以他双亲的标准只要门当户对那也就够了，也因此案子梦打心底根本就排斥这位准新娘，他要的，可不是门户相当就算了，偏偏他的婚姻自主权不在自己手上，这令他十分一想到此，他全身不由得跟着欢愉，就差有手舞足蹈。
1,就差没,”有那么一刹那的错觉，在灯光乍现，而她一脸惊喜、就差没有扑向他的兴奋模样，他仿佛看见了他的卡卡，男孩一般淘气多变的小脸，柔软微鬈的蜜色发丝，总是毫无防备的，以最喜悦的神情迎向他……错觉终究是错觉，很快的，卡卡的形象消失，在他面前的，仍是那个自称是卡卡的东方少女。,”有那么一刹那的错觉，在灯光乍现，而她一脸惊喜、就差有扑向他的兴奋模样，他仿佛看见了他的卡卡，男孩一般淘气多变的小脸，柔软微鬈的蜜色发丝，总是毫无防备的，以最喜悦的神情迎向他……错觉终究是错觉，很快的，卡卡的形象消失，在他面前的，仍是那个自称是卡卡的东方少女。
