1,婉华的眼珠子差点儿没吓掉了，直盯着她眼前那“孔雀”瞧个不停。,婉华的眼珠子差点儿吓掉了，直盯着她眼前那“孔雀”瞧个不停。,,,
1,她又热又渴，戴上黑眼镜用毛巾盖住头，差点没把舌头伸出来呼气。,她又热又渴，戴上黑眼镜用毛巾盖住头，差点把舌头伸出来呼气。,,,
1,木板门被拉开了，湖水绿的窈窕身影一出现，人群就疯狂地往前冲，差点没把黛堂小小的门槛踩断。,木板门被拉开了，湖水绿的窈窕身影一出现，人群就疯狂地往前冲，差点把黛堂小小的门槛踩断。,,,
1,”卫寇差点没把刚喝进嘴的茶喷出来。,”卫寇差点把刚喝进嘴的茶喷出来。,,,
1,”薛宇跳起来，一把捉住手下的领子，差点没把他的颈子给拧断。,”薛宇跳起来，一把捉住手下的领子，差点把他的颈子给拧断。,,,
1,”王伯一听，差点没把腿给吓软，惹火了这种皇亲国戚，可不是说说就能了事的。,”王伯一听，差点把腿给吓软，惹火了这种皇亲国戚，可不是说说就能了事的。,,,
1,裴毅轩耸耸肩，没做任何回答，迳自把一个漂漂亮亮的生鱼寿司塞进嘴里，可他不过才嚼了几下，便剧烈的呛咳起来，差点没把嘴里的东西全给喷出来，而且，他还越咳越剧烈，连眼泪鼻涕也跟着全体出来报到，再瞧他猛灌开水的样子，不必想也知道是发生什么事了。,裴毅轩耸耸肩，没做任何回答，迳自把一个漂漂亮亮的生鱼寿司塞进嘴里，可他不过才嚼了几下，便剧烈的呛咳起来，差点把嘴里的东西全给喷出来，而且，他还越咳越剧烈，连眼泪鼻涕也跟着全体出来报到，再瞧他猛灌开水的样子，不必想也知道是发生什么事了。,,,
1,谈澺花被他摇得七昏八素，差点没把刚才吃的点心吐出来。,谈澺花被他摇得七昏八素，差点把刚才吃的点心吐出来。,,,
1,”等不及他下令，管家和一群鹰犬，已经趋前大肆翻找，差点没把段樵剥个精光。,”等不及他下令，管家和一群鹰犬，已经趋前大肆翻找，差点把段樵剥个精光。,,,
1,只听到唏哩呼噜、一片用噘起的嘴唇“吸”汤的声音，差点没把一个个标致的工读生吓得花容失色……第一次，她踏上西半球的土地；第一次，她惊觉到家在千万里之外。,只听到唏哩呼噜、一片用噘起的嘴唇“吸”汤的声音，差点把一个个标致的工读生吓得花容失色……第一次，她踏上西半球的土地；第一次，她惊觉到家在千万里之外。,,,
1,”沈萱为了看她的“肢体语言”，差点没把头给甩掉，听倒是没听清楚她说什么，但是她居然看得懂她在比什么！,”沈萱为了看她的“肢体语言”，差点把头给甩掉，听倒是没听清楚她说什么，但是她居然看得懂她在比什么！,,,
1,”左心柔的声音在耳畔响起，差点没把安筱琪吓得掉进水里去。,”左心柔的声音在耳畔响起，差点把安筱琪吓得掉进水里去。,,,
1,”“公主”这句话正好让端着参汤进来的雀喜听见，脚下一个踉跄，差点没把参汤洒出大半。,”“公主”这句话正好让端着参汤进来的雀喜听见，脚下一个踉跄，差点把参汤洒出大半。,,,
1,这几个月差点没把我逼疯。,这几个月差点把我逼疯。,,,
1,那轿子里太热了，我腾出一只手来扇扇风，结果轿子一晃，苹果就从我膝头上一路滚了出去，我听喜娘说，差点没把后头的队伍给摔成一团呢！,那轿子里太热了，我腾出一只手来扇扇风，结果轿子一晃，苹果就从我膝头上一路滚了出去，我听喜娘说，差点把后头的队伍给摔成一团呢！,,,
1,”珮柔从床上跳了起来，差点没把那瓶葡萄糖弄翻，她又是笑又是泪的欢呼了一声：“爸爸！,”珮柔从床上跳了起来，差点把那瓶葡萄糖弄翻，她又是笑又是泪的欢呼了一声：“爸爸！,,,
1,手拿火把的秋贵，举着火把往马鼻子下一送，惊得那匹马仰头狂嘶，差一点没把靖南给从马背上掀翻下来。,手拿火把的秋贵，举着火把往马鼻子下一送，惊得那匹马仰头狂嘶，差一点把靖南给从马背上掀翻下来。,,,
1,她差点没把嘴巴里的饭菜喷出来。,她差点把嘴巴里的饭菜喷出来。,,,
1,”秦浩一听母亲的问题差点没把稀饭喷出来，劭蕲见了连忙帮他拍背让他好过点。,”秦浩一听母亲的问题差点把稀饭喷出来，劭蕲见了连忙帮他拍背让他好过点。,,,
1,那时候我听觉大宝说我要娶你，差点没把他揍扁，幸好他笨笨的，我随便跟他说女人只嫁给比自己大的男人，他就相信了。,那时候我听觉大宝说我要娶你，差点把他揍扁，幸好他笨笨的，我随便跟他说女人只嫁给比自己大的男人，他就相信了。,,,
1,花巧听得差点没把嘴里的药吐得崔冷满脸都是。,花巧听得差点把嘴里的药吐得崔冷满脸都是。,,,
1,尹傲飞气得差点没把手握碎、骨头折断。,尹傲飞气得差点把手握碎、骨头折断。,,,
1,”苏倩亲切的朝陆武笑着，一听到儿子又开始耍嘴皮子，便转头愤怒的瞪着他，差点没把眼珠瞪凸出来。,”苏倩亲切的朝陆武笑着，一听到儿子又开始耍嘴皮子，便转头愤怒的瞪着他，差点把眼珠瞪凸出来。,,,
1,”一声巨吼，差点没把刚从昏睡中清醒的思珞给吼下床。,”一声巨吼，差点把刚从昏睡中清醒的思珞给吼下床。,,,
1,”沈廷轾阻止念凡，上回念凡也是叫那只笨猴磨墨，差点没把他的书房染成一间“黑屋”。,”沈廷轾阻止念凡，上回念凡也是叫那只笨猴磨墨，差点把他的书房染成一间“黑屋”。,,,
1,“奴婢叫了你好几声，你都没应声，差点没把我的魂给吓掉。,“奴婢叫了你好几声，你都没应声，差点把我的魂给吓掉。,,,
1,”通常小姐卯时便会醒来，今天不知怎么的，竟连个动静也没有，原本早想叫醒她，后来心中念及反正也没什么事，何不让小姐多睡会儿，所以又拖了近半个时辰才进内室来看看她，却没想到一碰到小姐的身子，却冷得像冰一般，差点没把她的三魂七魄给吓散。,”通常小姐卯时便会醒来，今天不知怎么的，竟连个动静也没有，原本早想叫醒她，后来心中念及反正也没什么事，何不让小姐多睡会儿，所以又拖了近半个时辰才进内室来看看她，却没想到一碰到小姐的身子，却冷得像冰一般，差点把她的三魂七魄给吓散。,,,
1,她无邪的问题及一直在魅惑他的纯真差点没把他逼疯。,她无邪的问题及一直在魅惑他的纯真差点把他逼疯。,,,
1,就在她终于爬到围墙准备一跃而下时，底下突然传出一阵声音，差点没把语兰掉下墙去。,就在她终于爬到围墙准备一跃而下时，底下突然传出一阵声音，差点把语兰掉下墙去。,,,
1,”上回骗说他就是少允时，差点没把她吓出病来。,”上回骗说他就是少允时，差点把她吓出病来。,,,
1,”从出公司跟踪她起，他的心就七上八下的，盛子蔷那种不要命的开车法，差点没把他的胆子给吓破。,”从出公司跟踪她起，他的心就七上八下的，盛子蔷那种不要命的开车法，差点把他的胆子给吓破。,,,
1,”茱莉安突然失态的伸手推了季曼曼一把，火气高张让她成为神力女超人，这一推差点没把人一路推回十七楼。,”茱莉安突然失态的伸手推了季曼曼一把，火气高张让她成为神力女超人，这一推差点把人一路推回十七楼。,,,
1,结果，复学一个月，再度休学，而孕吐跟了她八个月，差点没把小孩吐出来，成为世界纪录中由嘴巴生小孩的奇女子。,结果，复学一个月，再度休学，而孕吐跟了她八个月，差点把小孩吐出来，成为世界纪录中由嘴巴生小孩的奇女子。,,,
1,浑然不觉那票人被他的眼泪吓去了魂，他用力拍了拍那个首领的肩，差点没把首领给”种”到土里去。,浑然不觉那票人被他的眼泪吓去了魂，他用力拍了拍那个首领的肩，差点把首领给”种”到土里去。,,,
1,那接下来你可要小心一些，不要再出门了“悠悠，该小心的人是你，要是你被抓走了，我会承受不住的，我——”企图向柔馥怀中偎去的金狼头被一巴掌拍开，差点没把它打飞出去。,那接下来你可要小心一些，不要再出门了“悠悠，该小心的人是你，要是你被抓走了，我会承受不住的，我——”企图向柔馥怀中偎去的金狼头被一巴掌拍开，差点把它打飞出去。,,,
1,没想到过去这几天来，她不但无法联络上雷德，就连纳克也行踪不明，气得她差点没把电话摔坏，直接杀到罗马去找人。,没想到过去这几天来，她不但无法联络上雷德，就连纳克也行踪不明，气得她差点把电话摔坏，直接杀到罗马去找人。,,,
1,”杏友像保护小同学一般，母性大发，差点没把阿利藏到身后。,”杏友像保护小同学一般，母性大发，差点把阿利藏到身后。,,,
1,小心点，今天伟彬差点没把我的头皮扯下来，你要再重蹈覆撤，我发誓会让你得到同样的报应。,小心点，今天伟彬差点把我的头皮扯下来，你要再重蹈覆撤，我发誓会让你得到同样的报应。,,,
1,差点没把她的手给拉脱臼！,差点把她的手给拉脱臼！,,,
1,要不是我向来不信鬼神，我会以为两个活生生的‘东西’出现在我眼前，差点没把我吓昏。,要不是我向来不信鬼神，我会以为两个活生生的‘东西’出现在我眼前，差点把我吓昏。,,,
1,你差点没把我的三魂七魄给吓跑！,你差点把我的三魂七魄给吓跑！,,,
1,”马绍儒差点没把脸埋在米饭里。,”马绍儒差点把脸埋在米饭里。,,,
1,他根本没机会回嘴，刚才光跟她说话，差点没把菜炒焦。,他根本没机会回嘴，刚才光跟她说话，差点把菜炒焦。,,,
1,“不知道你是否忘了站在这里大半夜的那个男人，他又紧张，又歇斯底里，差点没把地板走烂的样子！,“不知道你是否忘了站在这里大半夜的那个男人，他又紧张，又歇斯底里，差点把地板走烂的样子！,,,
1,他差点没把车开上安全岛。,他差点把车开上安全岛。,,,
1,”说到最后，差点没把激动的口水喷灑在他的脸上。,”说到最后，差点把激动的口水喷灑在他的脸上。,,,
1,她的脸蛋迅速通红起来，分不清害羞还是缺氧，小手抵着他宽阔的双肩，想用力推开他，他却狠命地抱住她瘦小的身子，差点没把她的骨头抱断。,她的脸蛋迅速通红起来，分不清害羞还是缺氧，小手抵着他宽阔的双肩，想用力推开他，他却狠命地抱住她瘦小的身子，差点把她的骨头抱断。,,,
1,有一回我心血来潮想上灶露一手，一不留神差点没把油锅弄翻。,有一回我心血来潮想上灶露一手，一不留神差点把油锅弄翻。,,,
1,”儿子走到客厅中央，手舞足蹈地开始表演：“大雪纷飞白雾茫茫，拾破烂的老头排成一行行，队长一指挥，我冲进垃圾堆，破鞋破袜子满天飞……”儿子的表演惟妙惟肖，我看完却差点没把鼻子气歪。,”儿子走到客厅中央，手舞足蹈地开始表演：“大雪纷飞白雾茫茫，拾破烂的老头排成一行行，队长一指挥，我冲进垃圾堆，破鞋破袜子满天飞……”儿子的表演惟妙惟肖，我看完却差点把鼻子气歪。,,,
1,黑夜来临了，星夜赶路的陈楚华，背上背着一个黑乎乎庞然大物，差点没把一个乡民吓晕过去！,黑夜来临了，星夜赶路的陈楚华，背上背着一个黑乎乎庞然大物，差点把一个乡民吓晕过去！,,,
1,谁料，这句知心话差点没把小伙子眼泪说下来。,谁料，这句知心话差点把小伙子眼泪说下来。,,,
1,有一次遇到冰山，连系在船边的运输艇都顾不得，开足马力，马上就逃，以至挣断了所系的绳子，差点没把小艇弄翻，把艇上的船员欣到海里。,有一次遇到冰山，连系在船边的运输艇都顾不得，开足马力，马上就逃，以至挣断了所系的绳子，差点把小艇弄翻，把艇上的船员欣到海里。,,,
