1,两年后他高兴地说，第一口差点没吐，后来一次能喝三大碗。,两年后他高兴地说，第一口差点吐，后来一次能喝三大碗。
1,拐过礼拜堂，发现费丝系着她的粉红缎带正焦急地张望，一见他就欣喜若狂，欢快地奔来，差点儿没当着全村乡亲的面亲吻丈夫。,拐过礼拜堂，发现费丝系着她的粉红缎带正焦急地张望，一见他就欣喜若狂，欢快地奔来，差点儿当着全村乡亲的面亲吻丈夫。
1,可是他觉得水象油一般地稠，差点儿没吐出来。,可是他觉得水象油一般地稠，差点儿吐出来。
1,若薇娜快步走回厨房，差点没有在他面前笑起来。,若薇娜快步走回厨房，差点在他面前笑起来。
1,凯丽看到他们这幅样子，差点没哈哈大笑起来。,凯丽看到他们这幅样子，差点哈哈大笑起来。
1,”菲利普好不容易才克制住自己，差点儿没当场就抓住她的手热吻起来。,”菲利普好不容易才克制住自己，差点儿当场就抓住她的手热吻起来。
1,”菲利普顿时感到自己浑身燥热，羞得无地自容，差一点没哭出声来。,”菲利普顿时感到自己浑身燥热，羞得无地自容，差一点哭出声来。
1,”天啊，我差点儿没栽到地板底下去。,”天啊，我差点儿栽到地板底下去。
1,”挨了这一顿训斥，柯尔萨可夫想逃出这个圈子，但他摇摇晃晃，差点儿没摔倒在无比开心的皇上和这群快活人的跟前。,”挨了这一顿训斥，柯尔萨可夫想逃出这个圈子，但他摇摇晃晃，差点儿摔倒在无比开心的皇上和这群快活人的跟前。
1,这一下差一点没有把我甩进大海去。,这一下差一点把我甩进大海去。
1,其实那把刀子差一点没有伤着我，只是扎住了我的一层皮。,其实那把刀子差一点伤着我，只是扎住了我的一层皮。
1,门官大人容禀，我们都是凡胎所养，我们这几个人能作的都作了，差点没叫他们撕成碎片。,门官大人容禀，我们都是凡胎所养，我们这几个人能作的都作了，差点叫他们撕成碎片。
1,这时女扮男装的公主突然出现在他眼前，让仆役吓了一跳，心脏差点没蹦出来。,这时女扮男装的公主突然出现在他眼前，让仆役吓了一跳，心脏差点蹦出来。
1,我望了Ｍ夫人一眼，差点没有吓得大叫起来：她站在那里，面色比白手帕还白，大颗大颗的眼泪从她的眼中不断流出。,我望了Ｍ夫人一眼，差点吓得大叫起来：她站在那里，面色比白手帕还白，大颗大颗的眼泪从她的眼中不断流出。
1,看到这一情况，她没有把门拉回去，可是也没放开门锁上的把手，这样一来，他差点儿没有把她连门一道拉到楼梯上来。,看到这一情况，她没有把门拉回去，可是也没放开门锁上的把手，这样一来，他差点儿把她连门一道拉到楼梯上来。
1,“心情一直忧郁，”拉祖米欣接着说，“我们刚刚给他换了内衣，他差点儿没哭起来。,“心情一直忧郁，”拉祖米欣接着说，“我们刚刚给他换了内衣，他差点儿哭起来。
1,“您得承认，”他对拉祖米欣接着说，不过已经带点儿洋洋得意和占了上风的神气，差点儿没有加上一句：“年轻人，”“至少为了科学，为了追求经济学的真理……在这方面已经有了巨大成就，或者像现在人们所说的，有了进步。,“您得承认，”他对拉祖米欣接着说，不过已经带点儿洋洋得意和占了上风的神气，差点儿加上一句：“年轻人，”“至少为了科学，为了追求经济学的真理……在这方面已经有了巨大成就，或者像现在人们所说的，有了进步。
1,……我看到他穿马路的时候摇摇晃晃，差点儿没有跌倒，——我对他喊了一声，又喊了一声，再喊一声，还勒住了马；他却径直倒到了马蹄底下！,……我看到他穿马路的时候摇摇晃晃，差点儿跌倒，——我对他喊了一声，又喊了一声，再喊一声，还勒住了马；他却径直倒到了马蹄底下！
1,她应拉斯科利尼科夫的要求，端起那盆水，想要端过来递给他，可是差点儿没有连盆一起摔倒。,她应拉斯科利尼科夫的要求，端起那盆水，想要端过来递给他，可是差点儿连盆一起摔倒。
1,我向您发誓，”已经到了楼梯上，他又小声接着说，“不久前他差点儿没把我和医生都痛打一顿！,我向您发誓，”已经到了楼梯上，他又小声接着说，“不久前他差点儿把我和医生都痛打一顿！
1,差点儿没打起来！,差点儿打起来！
1,当她们的目光碰到门后的目光时，房门突然砰地一声关上了，吓得普莉赫里娅·亚历山德罗芙娜差点儿没有大叫起来。,当她们的目光碰到门后的目光时，房门突然砰地一声关上了，吓得普莉赫里娅·亚历山德罗芙娜差点儿大叫起来。
1,我卡捷琳娜·伊万诺芙娜的爸爸是位上校，差点儿没当上省长，有时他家里大宴宾客，一请就是四十个人，像您阿玛莉娅·伊万诺芙娜这样的人，或者不如说，像柳德维戈芙娜这样的人，连厨房都不会让您进……”。,我卡捷琳娜·伊万诺芙娜的爸爸是位上校，差点儿当上省长，有时他家里大宴宾客，一请就是四十个人，像您阿玛莉娅·伊万诺芙娜这样的人，或者不如说，像柳德维戈芙娜这样的人，连厨房都不会让您进……”。
1,索尼娅甚至差点儿没哭出来：恰恰相反，她认为自己连对杜尼娅看一眼都不配。,索尼娅甚至差点儿哭出来：恰恰相反，她认为自己连对杜尼娅看一眼都不配。
1,有一天，他差点没打断我的脊梁骨。,有一天，他差点打断我的脊梁骨。
1,她连忙把头转过去，感到丢人，并且生了气，差一点没有抓个什么东西甩在他的头上。,她连忙把头转过去，感到丢人，并且生了气，差一点抓个什么东西甩在他的头上。
1,四肢突然颤抖，浑身打了一个寒噤，趔趄了一下，心里猛的一惊，差点儿没有摔倒。,四肢突然颤抖，浑身打了一个寒噤，趔趄了一下，心里猛的一惊，差点儿摔倒。
1,”她想象着鲁特加摆出的那副姿态，差点儿没笑出来，她的一些烦恼已经消失了。,”她想象着鲁特加摆出的那副姿态，差点儿笑出来，她的一些烦恼已经消失了。
1,”黛比的心差点没跳出来。,”黛比的心差点跳出来。
1,“凯撒”被这忽然的动作所激怒，差点没将他掀下来。,“凯撒”被这忽然的动作所激怒，差点将他掀下来。
1,”那天晚上晚饭时分，迪奇宣布说，她想到一个目的地，非常适合他前去，德夫林差点没笑掉大牙：“我认为我可以消失，但是不能活埋自己。,”那天晚上晚饭时分，迪奇宣布说，她想到一个目的地，非常适合他前去，德夫林差点笑掉大牙：“我认为我可以消失，但是不能活埋自己。
1,德夫林差点没笑掉大牙：“我认为我可以消失，但是不能活埋自己。,德夫林差点笑掉大牙：“我认为我可以消失，但是不能活埋自己。
1,”这种想法相当荒谬，梅根差点没笑出声来：“德夫林乞求原谅？,”这种想法相当荒谬，梅根差点笑出声来：“德夫林乞求原谅？
1,”蓓蕾差点没当场炸掉，她非常非常努力地吞下满腔的愤怒说：“我得在９点以前去上班，我的车发不动。,”蓓蕾差点当场炸掉，她非常非常努力地吞下满腔的愤怒说：“我得在９点以前去上班，我的车发不动。
1,没想到才刚打开除草机没几秒钟，就让航德说出口的话气得五脏六腑差点没炸掉。,没想到才刚打开除草机没几秒钟，就让航德说出口的话气得五脏六腑差点炸掉。
1,他感到非常奇怪，差点没站起来对老师说：“圣经上可不是这么说的。,他感到非常奇怪，差点站起来对老师说：“圣经上可不是这么说的。
1,房间里，时钟滴答滴答有节奏地响着，冬妮亚低下头，使劲咬着嘴唇，差点没哭出声来。,房间里，时钟滴答滴答有节奏地响着，冬妮亚低下头，使劲咬着嘴唇，差点哭出声来。
1,“呸，差点没说出脏话来！,“呸，差点说出脏话来！
1,手雷炸响的时候，他已经听不见了，只有恐惧得缩成一团的脏腑和紧张得差点没有迸裂的心脏感觉到了这一次爆炸。,手雷炸响的时候，他已经听不见了，只有恐惧得缩成一团的脏腑和紧张得差点迸裂的心脏感觉到了这一次爆炸。
1,什卡利克象被蜇着似地跳了起来，差点没从长凳上摔下去。,什卡利克象被蜇着似地跳了起来，差点从长凳上摔下去。
1,我差点没当爸爸。,我差点当爸爸。
1,他往旁边一踉跄，差点没有摔倒。,他往旁边一踉跄，差点摔倒。
1,她以为那是父爱，心跳差点没停止。,她以为那是父爱，心跳差点停止。
1,两个小时之后，她做好了”块切成五片的薄饼，捏起一小块尝了一下，差点没吐出来。,两个小时之后，她做好了”块切成五片的薄饼，捏起一小块尝了一下，差点吐出来。
1,这个笑容令她心里痒酥酥的，她差点没站起来走过去。,这个笑容令她心里痒酥酥的，她差点站起来走过去。
1,或许如果你说出来……她的话穿透他脑中的一团迷雾，随之而来的是一种强烈的需求，他差点没跪下来。,或许如果你说出来……她的话穿透他脑中的一团迷雾，随之而来的是一种强烈的需求，他差点跪下来。
1,”车子猛一拐弯，转上大路，差点儿没撞着前面的那辆车。,”车子猛一拐弯，转上大路，差点儿撞着前面的那辆车。
1,当雷切尔开进汤森住的那条街时，一个金发小女孩骑着小三轮车突然冲到了她汽车的前面，她猛踩刹车，差点没撞倒她。,当雷切尔开进汤森住的那条街时，一个金发小女孩骑着小三轮车突然冲到了她汽车的前面，她猛踩刹车，差点撞倒她。
1,法罗差点没笑出声来。,法罗差点笑出声来。
1,枪响了，枪声震耳欲聋，枪在她手里跳了一下，把她的手臂猛地抬了起来，差点没将她掀倒在地，后助力却把她推到了计算机房远处的一堵墙上。,枪响了，枪声震耳欲聋，枪在她手里跳了一下，把她的手臂猛地抬了起来，差点将她掀倒在地，后助力却把她推到了计算机房远处的一堵墙上。
1,”她怒哭出声，将枪一扔，差点没打到他，咬着唇转身去倒咖啡。,”她怒哭出声，将枪一扔，差点打到他，咬着唇转身去倒咖啡。
1,斯佳丽慢慢将镜头向上移，想看看爱德华的表情是否也和安妮一样热切……皮鞋、长裤、上装——斯佳丽的心差点没跳出喉咙口。,斯佳丽慢慢将镜头向上移，想看看爱德华的表情是否也和安妮一样热切……皮鞋、长裤、上装——斯佳丽的心差点跳出喉咙口。
1,布里斯看了一眼手表，差点儿没疼得叫起来。,布里斯看了一眼手表，差点儿疼得叫起来。
1,我可以告诉你，桑乔，刚才我要抱她骑上她的马，也就是我看着像驴的那个东西时，我闻到了一股生蒜味，熏得我差点儿没晕过去。,我可以告诉你，桑乔，刚才我要抱她骑上她的马，也就是我看着像驴的那个东西时，我闻到了一股生蒜味，熏得我差点儿晕过去。
