sentence,label
一位从通县来京城卖西瓜的小伙子说：“我们村很多富起来的人想买手机，本以为国产手机会比较便宜，可好不容易找到的几个都功能太多，价钱降不下来，我们其实不需要这么多功能，只图实用、便宜。,0
“麻仙姑的道观在华山山阴的一个极偏僻的山坳上，我们好艰难地找到那所在，却见那道观早已被一把大火烧为平地，灰烬正中竟坐着一具骷髅，兀自穿戴着女道士的道冠道袍，但可见头颅及露在外面的手足骨已被烧得发黑。,1
早餐后，我们时常去骑马或是散步，有时躺在吊床上听着大自然的声音，身体随着吊床荡来荡去，好悠闲。慢慢地，我却感到这样的生活缺少一种激情。,1
沉浸在新婚喜悦中的柔道名将孙福明，谈到今后的打算时，爽快地说，想早点有个孩子，尝尝做母亲的滋味，还想参加2008年奥运会，心里好不矛盾。,1
不，他那微微一笑，好可恶！分明是占了自己便宜，得意忘形！,1
因为以前下乡有过接触，在我的印象里，他是一个令人厌恶的“刁民”：他对上门征收农业税的乡干部放狗咬；他把村委会换届选举的选票箱踩了个稀巴烂……他说，好不容易打听到我的手机号，觉得有好多心里话想跟我说说。,0
何工程师曾荣获过一项省部级科技进步奖和三项市级科技进步奖，但其原单位晋升职称却是“排资论辈加关系”，人事部门一再给厂里做工作，增加中级职称名额，好不容易才解决了他的问题。,0
好容易到站，道日娜窜下车，顾不得安危，嗖一下横穿马路，一路小跑。,0
＂这名字听来恁地耳熟，但总觉得回亿起来，总是伴随着谩骂与叫嚣，让人好不舒服，也好想将之忘记。,1
那艘船倾侧着动弹不得，甲板上不见一个人影，细长的黑色烟囱指向海岸，好凄凉！海上风平浪静，所以海水冲洗着小湾子里的圆卵石，只发出有节制的轻微声响。,1
别瞧他这男子一脸的不苟言笑，但找从成婚之后，那笑容的次数可是愈来愈多了，让执事的管家好惊讶——这男子便是裴穆清。,1
铁手见这人称“三绝一声雷”伍刚中，年逾七十，可老当益壮，赤脸透红，银须自发，好不威武，一看便知是内外兼修的武林高手。,1
”说得好稀松！荣敬宗沉哼一声道：“水总监发招吧！,1
如果连辛苦一年好不容易收获的一点农副产品也不能及时换成现金，那就太让人伤心了。,0
该县六区群众欢送出征民工大会上，郑大毛讲：“盼天盼地，好容易盼的打太原，我当了担架队班长，我保证不犯纪律，到火线上抢救伤员。,0
在画展上，上海美协副主席朱国荣对十几年前北京、上海曾举办过的大型人体画展记忆犹新，他说，那时候参观者人头攒动，好不热闹。如今，人体画册、人体摄影集到处可见，举办人体画展是否还有过去的轰动效应？,1
”“怕是有点怕的，不过，家里弄成神坛般，我心里好不舒服！”“那么，就算啦，照你意思好了。,0
北京西郊风入松书店计算机自选书架前人头攒动，好热闹。（杜英姿摄）4月9日，“’98春季书市”吸引了北京地区各出版社、各书店，更吸引了成千上万的群众。,1
每张赌桌周围，都挤满了形形色色的赌客，在那里赌的好起劲。从赌客的衣着可以看出，这里不讲究身份地位，无论豪门巨富，贩夫走卒，只要有银子来赌，一律来者不拒。,1
好潇洒！促成萨冈成名的就是这种“légèreté”，这个词在这里不好译：有点飘逸，有点轻快，有点轻浮，有点举重若轻……每一个时代都需要这样一位作家，往往是女作家，因为社会对女人的禁忌最多。,1
你沉涵酒色，不理帮务，子良多次流泪苦谏，你均不听纳，庄长老年轻有为、智勇双全，丐帮在他手中整顿得好兴旺，数年之前你便有退位让贤、颐养天年之想，让子良尽心辅佐庄长老，这意思虽仅子良一人得知，帮中上上下下也都猜到些，前些日子，解兄与庄长老为眶眺之怨反目成仇，兄弟好生子良焦心苦虑了三日夜，才决意请解兄避位让贤，其实也不过是个名位而已，解兄久已视帮主之位为苦差，何不趁此时缺任息肩，至于后半生的衣食供奉，绝不敢有缺，如此岂不两便。,1
我是问你……有没有发现庄里突然人来人往，好热闹？”她用手一比窗外。,1
好容易度过不堪回首的十年，重新执起教鞭，他们恨不得把自己所有的学问一股脑儿都传给学生们，赶快把这些青年人培养起来。,0
不，粉脸更红，她如今也看清楚了，自己面前竟是一个五面朱唇的弱冠相公，站在那里，好潇洒！不，他那微微一笑，好不可恶！,1
当时两位老人怎么也推辞不掉，事后林老转弯抹角好不容易给了这个学生30元钱，卢主任则花20元钱买了一本英汉辞典送给这个学生。,0
小薛好失望，“怎么是你？,1
好容易熬到了解放，我才能有机会当了小学教员；但到职不久，我又生下了第三个孩子。,0
辽宁体育界不失时机地采取措施，积极主动地开发农村这片沃土，体育人才源源而出，从广阔的田野走向竞争激烈的田径场，崭露锋芒，好不风光！我国是农业大国，农业人口占８亿多。,1
一般老赌容好诧异的瞧着他由侍者领到一张长桌前面，又听见他大大方方的问，赌注放在什么地方。,1
”连庄好不费力地表达了她心里的意思，已经胀得面红耳赤了。,1
根扎在贫瘠缺土的岗峦上，年年岁岁与琐碎卑微的荆棘、刺槐为伍，既没人修剪，也没人浇灌，雨雪好容易地降一次，短时间内就溶化流失下去。,0
我们经过八年艰苦的抗日战争，好容易取得了胜利，而决心与中国人民为敌的美帝国主义，在中国抗日战争胜利之后，直接指使与援助国民党反动派向中国人民大举进攻，妄图通过它的走狗蒋介石来夺取中国人民的胜利果实，并代替日本法西斯过去在亚洲的地位。,0
在冲绳的美军当局，不就曾对反对迫害的冲绳居民说过：“美国付出了这么多的代价，好容易占领了这个岛屿，你们的生死在我们的掌握中。,0
”季梦寒紧紧的抱着他，祈求的道：“你要小心一点，好好保护自己……”敖子青点点头，温柔的道：“放心，我出去准备了……”他起身走了出去，看到一屋子的人，里里外外的忙着，有的准备晚膳，有的为猝袭梅林门之事擦剑摸刀，好热闹。敖子青沉默的注视着各人匆忙的身影，他那双尖厉而澄澈的眸子，却已隐隐闪射出狠煞的光彩，他知道有很多生命又将在他心中结束，对于这种事，他却有些麻木，虽然他也不喜欢如此。,1
”他在谈到朝鲜劳动党和共和国政府为了早日统一祖国曾作出了有诚意的努力时指出：“然而，由于美帝国主义者和南朝鲜好战的民族分裂主义者卑鄙的阻挠活动，在我国民族前面好不容易展示的祖国统一的光辉前景又暗淡起来了，今天，在祖国自主和平统一的前进道路上又出现了新的严重的僵局。,0
国内兵源濒于枯竭，约翰逊东拼西凑，好容易提出一个明年七月一日前增兵四万五千到五万人的计划。,0
那一年夏天，到县里参加初考评卷，评卷人全是县里各小学的精英，济济一堂，好热闹。我一直为自己木讷的口才感到悲哀，特别是与人初交，更使我藏在心底的自卑感毫无阻拦地涌出来。,1
正是冬天，我和几个刚刚到这儿当石油工人的北京学生，从花土沟好不容易搭乘一辆解放，驾驶室里已经挤满了人，我们只好爬上空荡荡的车斗。,0
竟是一个圆圆滚的确球，有红的，有蓝的，有紫的，有黄的，好奇特。她听见电梯里一位职员开口问道：“今天是什么特殊的日子，怎么两台电梯里全塞满了这些玩艺儿呢？,1
四只手在一区臀部上演太极拳，你推我往的好不热闹。僵持到最后，在两位主角即将破口大骂时，吧台边的客人因为看不下去而发言了：“大维，五百块我出，把小妞的身份证拿出来瞧瞧！,1
”流氓们呲牙咧嘴笑得好不淫秽。“喂、原来你对这种货色有兴趣啊？,1
”独孤鸣和韩江互视一眼，果然一切进展如期，心内都好欣喜。不久独孤鸣的药僮被带到，却是被绑着，双眼蒙布，显然这地牢是个极隐秘的所在，常人不得知晓。,1
”弄得苏航提着手枪站在那里好尴尬。金山就“啪”地拍了一下苏航的后脑勺说：“算了算了，谁跟她们是战友啊，她们是‘八不准’。,1
少女垂下哀愁的乌瞳，视线落在摆满花草的桌上，桌上放了个约十毫升容量的精致水晶瓶，淡红色的液体在灯光的映照下反射出璀璨的五光十色，好不炫目。但这小小的瓶身却是她身陷囹圄的罪魁祸首。,1
好不容易花了二十分钟走走停停之后挨到下桥的口，哪知道因为下雨抢修道路，口儿给挡住了，又只好绕到团结湖，这时候已经11点了，女同志急得一个劲儿埋怨他。,0
”就这一句话，折磨得加邦牧师几乎害了一场大病，好容易挣扎到家——宗教原来如此！,0
如今的“春乏关”之时，只见欢欢实实的牛群羊群如彩云锦簇，好热闹。草料解决了，王耀又干起了改良羊种的活计，改良后的羊每头比土羊能多卖２００元钱呢。,1
“我们好不容易盼来一个致富的机会，你们却眼红要收税。,0
他对自己病弱的身体好不惭愧。他想：“将来它死了，我才高兴呢！,1
义卖活动的两天中，喀峙乡村的男女老少，周边乡村和城市的人们熙来攘往，好热闹。人们在临时搭起的色彩缤纷的大篷下，品尝着当地农村妇女自制的各种小吃，欣赏着乡村管弦乐队的精彩演奏。,1
后来，你同甜花小妹好容易从后寨弄来一面水桶那么大点的鼓，可是还没来得及敲，便被“文革”中的“造反派”抢去了。,0
我好容易采到一把草籽，才炒成面，蒋匪军来了，我藏到磨房砖底下，也被抢去。,0
”她吐吐舌头，纯真的模样好可爱。“你昨晚到底想说些什么？,1
为活跃喜庆气氛，亲戚燃放烟花助兴，“噼啪”作响，光闪烁，好不热闹。谁料适逢刮风，烟花竟然鬼使神差地“飞”进尚未安装玻璃的三楼窗户内，火星正好引了可燃，从而导致了这场大火。,1
